Crop_ID,Yield_Units_Harvested,Residue_Mass_Ratio,Surface_Decomp,Sub-surface_Decomp,'USLE_C_Fctr,Moisture_Depletion,Residue_Adjust_Amt,Crop_Residue_30%,Crop_Residue_60%,Crop_Residue_90%,Annual_Crop_Code,Legume_Code,Senescence_Code,Yield_Unit_Name,Yield_Unit_Mass,Harvest_C-N_Ratio,Pre-Harvest_C-N_Ratio,Harvest_Water,N_Uptake,P_Uptake,Harvest_C-P_Ratio,Pre-Harvest_C-P_Ratio,Growth_Time_Ini,Growth_Time_Dev,Growth_Time_Mat,Growth_Time_Sen,Growth_N_Uptake_Ini,Growth_N_Uptake_Dev,Growth_N_Uptake_Mat,Growth_N_Uptake_Sen,Growth_P_Uptake_Ini,Growth_P_Uptake_Dev,Growth_P_Uptake_Mat,Growth_P_Uptake_Sen,Basal_Crop_Coef_Ini,Basal_Crop_Coef_Dev,Basal_Crop_Coef_Mid,Basal_Crop_Coef_End,Basal_Crop_Coef_Climate_Adjust,Input_Units_Code
weeds;_12+_months,2500,1,0.016,0.016,,,,1050,2700,6750,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
hardwood;_five_year1,5000,1.25,0.00577622,0.00577622,,,,500,1400,3400,,,,cordspound,1,,,,,,,,,,,,,,,,,,,,,,,,,0
switchgrass;_biomass,5,1,0.017,0.017,,,,640,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
switchgrass_bimass_p,1,1,0.017,0.017,,,,640,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
switchgrass_biomass_,2.5,1,0.017,0.017,,,,640,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
alfalfa;_yr2_regrowt,1.5,1,0.02,0.02,,,,650,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
alfalfa;_yr3_regrow1,1.7,1,0.02,0.02,,,,650,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
alfalfa;_yr2_senes_t,2.25,1,0.02,0.02,,,,650,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
bermudagrass;_comm1,1500,1,0.017,0.017,,,,640,1650,4100,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
bermudagrass;_comm4,4000,1,0.017,0.017,,,,640,1650,4100,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
tall_fescue;_y2_reg2,3000,1,0.017,0.017,,,,640,1650,4100,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
tall_fescue;_y2+_sen,4000,1,0.017,0.017,,,,640,1650,4100,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
tall_fescue_pasture3,1500,1,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
tall_fescue_pasture1,2000,1,0.017,0.017,,,,640,1650,4100,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
sorghum;_forage;_gra,20,1,0.016,0.016,,,,1050,2700,6750,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
rye;_winter_grazed_s,2800,1,0.017,0.017,,,,600,1550,3850,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
bahiagrass;_y2+_sene,4000,1,0.017,0.017,,,,640,1650,4100,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
tall_fescue;_fall_s2,3000,1,0.017,0.017,,,,640,1650,4100,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
tall_fescue;_spring_,4000,1,0.017,0.017,,,,640,1650,4100,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
tall_fescue_pasture4,1500,1,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
grass;_warm_season1,1500,1,0.017,0.017,,,,640,1650,4100,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
grass;_warm_season3,4000,1,0.017,0.017,,,,640,1650,4100,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
grass;_warm_season5,1500,1,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
grass;_warm_season4,4000,1,0.017,0.017,,,,640,1650,4100,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
grass;_warm_season2,1200,1,0.017,0.017,,,,640,1650,4100,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
alfalfa;_yr3_senes_t,2.5,1,0.02,0.02,,,,650,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
alfalfa;_yr4_regrowt,1.75,1,0.02,0.02,,,,650,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
alfalfa;_yr4_senes_t,2,1,0.02,0.02,,,,650,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
tall_fescue;_y3_regr,3000,1,0.017,0.017,,,,640,1650,4100,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
tall_fescue;_y2_reg1,3000,1,0.017,0.017,,,,640,1650,4100,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
alfalfa;_spring_see1,1.5,1,0.02,0.02,,,,650,1650,4100,,,,Tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
alfalfa;_spring_see2,1.5,1,0.02,0.02,,,,650,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
alfalfa;_spring_see3,1.5,1,0.02,0.02,,,,650,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
sorghum;_sudangrass2,15,0.26666666,0.017,0.017,,,,640,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
sorghum;_sudangrass1,15,0.26666666,0.017,0.017,,,,640,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
oats;_spring_hay,2.5,1.1,0.017,0.017,,,,600,1550,3850,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
alfalfa;_lower_mid_s,11345.6668,0.58733567,0.02,0.02,,,,650,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
alfalfa_and_grass;_l,9982.30308,0.59553035,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
bermudagrass;_impro2,10460.4326,0.93807774,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
winter_small_grains2,7140.10561,1.05723993,0.017,0.017,,,,600,1550,3850,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
bahia_or_bermudagras,4953.03044,1.0001693,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
bermudagrass;_impro3,9098.14803,1.01776306,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
bermudagrass;_impro4,9827.84223,0.66704386,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
short_millets_or_cr3,5644.29741,1.10066022,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
ryegrass;_lower_mid_,4421.77014,1.10527353,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
short_millets_or_cr4,5820.11633,1.26842255,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
1orage_sorghums_or_2,5697.05904,1.12458159,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
2orage_sorghums_or_1,7116.4498,0.90110823,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
kentucky_bluegrass;7,4089.39997,1.40343574,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
bluestem_or_indiang3,6268.02912,1.20628175,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
old_world_bluestem;_,4585.43166,0.92217431,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
switchgrass;_lower_m,10389.5634,1.05402821,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
tall_fescue_with_be1,6042.61114,0.77730794,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
tall_fescue_with_be3,6338.99357,0.76014447,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
tall_fescue_and_lesp,5582.62658,0.59023965,0.02,0.02,,,,650,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
white_clover_and_gr1,7059.31851,0.61201939,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
tall_fescue;_lower_m,6352.10097,0.73697992,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
tall_fescue;_stockp1,7310.05459,0.61730543,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
alfalfa;_upper_mid_s,14069.0579,0.68217892,0.02,0.02,,,,650,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
bermudagrass;_comm9,6070.76378,1.23535937,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
bermudagrass;_impro8,6502.48315,1.19128935,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
short_millets_or_cr7,5644.29741,1.06797389,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
ryegrass;_upper_mid_,4567.302,1.20849505,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
winter_small_grains8,3559.95237,1.34603914,0.017,0.017,,,,600,1550,3850,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
forage_sorghums_or_9,5932.709,1.16598554,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
forage_sorghums_or_8,7024.06375,0.8935996,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
gamagrass;_eastern;6,7499.86514,1.02356512,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
winter_small_grains7,3477.37553,1.2890635,0.017,0.017,,,,600,1550,3850,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
bluestem_or_indiang9,8039.83826,1.39257965,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
red_clover_and_gras3,7998.08863,0.72384844,0.02,0.02,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
ladino_clover_and_g2,7998.08863,0.80224171,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
orchardgrass;_upper_,6075.53311,0.95048348,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
red_clover_;_upper_m,6070.19474,0.80819044,0.02,0.02,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
ryegrass;_perennial6,7610.55768,1.13905983,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
switchgrass;_upper_1,9063.44579,1.22945006,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
tall_fescue;_upper_1,9013.99401,0.79287425,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
tall_fescue;_stockp2,7698.6499,0.53928298,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
weeds;_less_than_3_m,500,1,0.02475525,0.02475525,,,,600,1550,3850,,,,lbs,1,,,,,,,,,,,,,,,,,,,,,,,,,0
oats;_winter_s.e.,60,2,0.00797,0.00797,,,,600,1550,3850,,,,Bushels,32,,,,,,,,,,,,,,,,,,,,,,,,,0
rye;_winter_cover,6000,1,0.017,0.017,,,,600,1550,3850,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
wheat;_winter;_hay;_,2,1,0.017,0.017,,,,600,1550,3850,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
wheat;_winter;_mid-s,40,1.58666666,0.00797,0.00797,,,,600,1550,3850,,,,Bushels,60,,,,,,,,,,,,,,,,,,,,,,,,,0
wheat;_winter_cover,4000,1,0.017,0.017,,,,600,1550,3850,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
wheat;_winter_silag2,11,0.309091,0.017,0.017,,,,600,1550,3850,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
wheat;_winter;_grai1,40,1.7,0.00797,0.00797,,,,600,1550,3850,,,,Bushels,60,,,,,,,,,,,,,,,,,,,,,,,,,0
soybean;_mw_15_-_20_,25,1.5,0.025,0.025,,,,600,1600,3850,,,,bu,60,,,,,,,,,,,,,,,,,,,,,,,,,0
soybean;_mw_30_in_r1,30,1.5,0.025,0.025,,,,600,1600,3850,,,,bu,60,,,,,,,,,,,,,,,,,,,,,,,,,0
soybean;_mw_7in_rows,20,1.5,0.025,0.025,,,,600,1600,3850,,,,bu,60,,,,,,,,,,,,,,,,,,,,,,,,,0
wheat;_winter_south_,30,1.7,0.00797,0.00797,,,,600,1550,3850,,,,bushels,60,,,,,,,,,,,,,,,,,,,,,,,,,0
soybean;_southern_15,20,2,0.025,0.025,,,,600,1600,3850,,,,Bushels,60,,,,,,,,,,,,,,,,,,,,,,,,,0
soybean;_southern_30,25,2,0.025,0.025,,,,600,1600,3850,,,,Bushels,60,,,,,,,,,,,,,,,,,,,,,,,,,0
soybean;_southern_7i,20,2,0.025,0.025,,,,600,1600,3850,,,,bu,60,,,,,,,,,,,,,,,,,,,,,,,,,0
tobacco;_burley,2500,1.3,0.015,0.015,,,,1050,2700,6750,,,,lbs,1,,,,,,,,,,,,,,,,,,,,,,,,,0
turfgrass;_spring_se,1.5,1,0.03,0.03,,,,640,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
bermudagrass;_comm2,2000,1,0.017,0.017,,,,640,1650,4100,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
turfgrass;_fall_seed,1.5,1,0.03,0.03,,,,640,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
bean;_green_snap_me1,5000,0.4,0.03,0.03,,,,600,1600,3850,,,,lbs,1,,,,,,,,,,,,,,,,,,,,,,,,,0
pumpkin,31700,0.06309148,0.03,0.03,,,,600,1600,,,,,lbs,1,,,,,,,,,,,,,,,,,,,,,,,,,0
strawberry;_establis,1,1000,0.025,0.025,,,,1500,3000,3000,,,,lbs,1,,,,,,,,,,,,,,,,,,,,,,,,,0
strawberry;_yr2+,4700,0.43,0.025,0.025,,,,1500,3000,3000,,,,lbs,1,,,,,,,,,,,,,,,,,,,,,,,,,0
strawberry;_high_yi2,16000,0.125,0.025,0.025,,,,1500,3000,3000,,,,lbs,1,,,,,,,,,,,,,,,,,,,,,,,,,0
tomato;_fresh_mkt_st,300,0.08033333,0.03,0.03,,,,600,1600,3850,,,,cwt,100,,,,,,,,,,,,,,,,,,,,,,,,,0
cabbage,23000,0.11086956,0.02,0.02,,,,500,1500,3500,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
turnip;_fall,15500,0.09,0.03,0.03,,,,600,1550,3850,,,,lbs,1,,,,,,,,,,,,,,,,,,,,,,,,,0
default1,200,1,0.016,0,,,,1000,1000,1000,,,,Bushels,56,,,,,,,,,,,,,,,,,,,,,,,,,0
onion;_bulb_dry,310,0.04,0.03,0.03,,,,600,1600,,,,,cwt,100,,,,,,,,,,,,,,,,,,,,,,,,,0
cucumber,600,0.06,0.03,0.03,,,,600,1600,3900,,,,bu,50,,,,,,,,,,,,,,,,,,,,,,,,,0
kale,11000,0.112,0.03,0.03,,,,600,1600,4000,,,,lbs,1,,,,,,,,,,,,,,,,,,,,,,,,,0
okra,2650,2.77153,0.016,0.016,,,,1050,2700,6750,,,,lbs,1,,,,,,,,,,,,,,,,,,,,,,,,,0
lettuce;_leaf,16600,0.10686746,0.03013683,0.03013683,,,,500,1500,3500,,,,lbs,1,,,,,,,,,,,,,,,,,,,,,,,,,0
bean;_green_snap_han,4000,0.6,0.03,0.03,,,,600,1600,3850,,,,lbs,1,,,,,,,,,,,,,,,,,,,,,,,,,0
eggplant1,11670,0.194276,0.016,0.016,,,,950,2400,6050,,,,lbs,1,,,,,,,,,,,,,,,,,,,,,,,,,0
rye_and_hairy_vetch2,5000,1,0.017,0.017,,,,600,1550,3850,,,,lbs,1,,,,,,,,,,,,,,,,,,,,,,,,,0
potato;_irish,260,0.12,0.03,0.03,,,,600,1600,,,,,cwt,100,,,,,,,,,,,,,,,,,,,,,,,,,0
buckwheat,25,1.5,0.015,0.015,,,,500,1500,4000,,,,bu.,48,,,,,,,,,,,,,,,,,,,,,,,,,0
corn;_sweet,7300,0.465753,0.016,0.016,,,,950,2400,6050,,,,lbs,1,,,,,,,,,,,,,,,,,,,,,,,,,0
squash,11600,0.237,0.03,0.03,,,,600,1600,,,,,lbs,1,,,,,,,,,,,,,,,,,,,,,,,,,0
potato;_sweet,22000,0.11363636,0.03,0.03,,,,600,1600,,,,,lbs,1,,,,,,,,,,,,,,,,,,,,,,,,,0
tall_fescue;_y2_sene,4000,1,0.017,0.017,,,,640,1650,4100,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
grass;_cool_season13,2.5,1,0.017,0.017,,,,640,1650,4100,,,,Ton,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
grama;_yr_1,300,1,0.017,0.017,,,,640,1650,4100,,,,lbs,1,,,,,,,,,,,,,,,,,,,,,,,,,0
ryegrass;_annual;_se,2,1,0.017,0.017,,,,640,1650,4100,,,,ton,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
oats;_fall_seeded_co,2000,0.45,0.017,0.017,,,,600,1550,3850,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
oats;_spring,60,2,0.00797,0.00797,,,,600,1550,3850,,,,bu,32,,,,,,,,,,,,,,,,,,,,,,,,,0
bahiagrass;__not_har,8000,1,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
bermudagrass;_comm10,6000,1,0.017,0.017,,,,640,1650,4100,,,,lb,1,,,,,,,,,,,,,,,,,,,,,,,,,0
grass;_cool_season2,2,1,0.017,0.017,,,,640,1650,4100,,,,ton,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
kentucky_bluegrass;9,3,1,0.017,0.017,,,,640,1650,4100,,,,ton,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
silt_fence,50,1,0.002,0.002,,,,500,1400,3400,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
straw_bale_barrier,50,1,0.00797,0.00797,,,,600,1550,3850,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
vegetative_barrier_1,13.5,1,0.017,0.017,,,,640,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
vegetative_barrier_2,13.5,1,0.017,0.017,,,,640,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
vegetative_barrier_3,7,1,0.017,0.017,,,,640,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
vegetative_barrier_4,10,1,0.017,0.017,,,,640,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
vetiver_grass_barrie,27000,1,0.008,0.008,,,,640,1700,4100,,,,pounds,1,,,,,,,,,,,,,,,,,,,,,,,,,0
grass;_warm_season11,3,1,0.017,0.017,,,,640,1650,4100,,,,tons,2000,,,,,,,,,,,,,,,,,,,,,,,,,0
