Mgmt_Schd_ID,Event_Month,Event_Day,Event_Year,Contour_ID,New_Crop_ID,Strip_Crop_ID,New_Non-Crop_ID,Curve_Number_ID,Post_Event_Mannings_n,Post_Event_Surface_Constant,Operation_Residue_Change,Fertilizer_Application_ID,Irrigation_Application_ID,Mgmt_Operation_ID,Tile_Drain_Controlled_Status,Tile_Drain_Controlled_Depth,Input_Units_Code
corn;gra19,5,9,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
corn;gra19,5,15,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra19,5,29,2,,,,,,,,,,,sprayer;_insecticide,,,0
corn;gra19,9,15,2,,,,,,,,,,,harvest;_killing_cr2,,,0
corn;gra20,4,14,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra20,4,15,2,,,,,,,,,,,sprayer;_pre-emergen,,,0
corn;gra20,4,16,2,,corn;_grain,,,,,,,,,planter;_double_di5,,,0
corn;gra20,5,9,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
corn;gra20,5,15,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra20,5,29,2,,,,,,,,,,,sprayer;_insecticide,,,0
corn;gra20,9,15,2,,,,,,,,,,,harvest;_killing_cr2,,,0
corn;gra21,10,15,1,,wheat;_winter;_cover,,,,,,,,,1rill_or_air_seeder1,,,0
corn;gra21,4,1,2,,,,,,,,,,,sprayer;_kill_crop,,,0
corn;gra21,4,7,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra21,4,15,2,,,,,,,,,,,sprayer;_pre-emergen,,,0
corn;gra21,4,16,2,,corn;_grain,,,,,,,,,planter;_double_di5,,,0
corn;gra21,5,9,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
corn;gra21,5,15,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra21,5,29,2,,,,,,,,,,,sprayer;_insecticide,,,0
corn;gra21,9,15,2,,,,,,,,,,,harvest;_killing_cr2,,,0
corn;gra22,4,1,2,,,,,,,,,,,sprayer;_kill_crop,,,0
corn;gra22,4,7,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra22,4,15,2,,,,,,,,,,,sprayer;_pre-emergen,,,0
corn;gra22,4,16,2,,corn;_grain,,,,,,,,,planter;_double_di5,,,0
corn;gra22,5,9,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
corn;gra22,5,15,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra22,5,29,2,,,,,,,,,,,sprayer;_insecticide,,,0
corn;gra22,9,15,2,,,,,,,,,,,harvest;_killing_cr2,,,0
corn;gra23,3,1,2,,,,,,,,,,,fert._applic._anhyd5,,,0
corn;gra23,3,15,2,,,,,,,,,,,sprayer;_kill_crop,,,0
corn;gra23,3,24,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra23,4,1,2,,,,,,,,,,,sprayer;_pre-emergen,,,0
corn;gra23,4,2,2,,corn;_grain,,,,,,,,,planter;_double_di5,,,0
corn;gra23,5,1,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
corn;gra23,5,15,2,,,,,,,,,,,sprayer;_insecticide,,,0
corn;gra23,9,1,2,,,,,,,,,,,harvest;_killing_cr2,,,0
corn;gra24,3,15,2,,,,,,,,,,,sprayer;_kill_crop,,,0
corn;gra24,3,24,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra24,4,1,2,,,,,,,,,,,sprayer;_pre-emergen,,,0
corn;gra24,4,2,2,,corn;_grain,,,,,,,,,planter;_double_di5,,,0
corn;gra24,5,1,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
corn;gra24,5,8,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra24,5,15,2,,,,,,,,,,,sprayer;_insecticide,,,0
corn;gra24,9,1,2,,,,,,,,,,,harvest;_killing_cr2,,,0
corn;gra25,4,1,2,,,,,,,,,,,sprayer;_kill_crop,,,0
corn;gra25,4,7,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra25,4,15,2,,,,,,,,,,,sprayer;_pre-emergen,,,0
corn;gra25,4,16,2,,corn;_grain,,,,,,,,,planter;_double_di5,,,0
corn;gra25,5,9,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
corn;gra25,5,15,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra25,5,29,2,,,,,,,,,,,sprayer;_insecticide,,,0
corn;gra25,9,15,2,,,,,,,,,,,harvest;_killing_cr2,,,0
corn;gra25,9,16,2,,weeds;_exposed_after,,,,,,,,,begin_weed_growth,,,0
corn;gra25,11,16,2,,,,,,,,,,,kill_crop,,,0
corn;gra26,3,20,2,,,,,,,,,,,chisel;_st._pt.,,,0
corn;gra26,4,1,2,,,,,,,,,,,disk;_tandem_second2,,,0
corn;gra26,4,13,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra26,4,14,2,,,,,,,,,,,disk;_tandem_light_f,,,0
corn;gra26,4,15,2,,,,,,,,,,,sprayer;_pre-emergen,,,0
corn;gra26,4,16,2,,corn;_grain,,,,,,,,,planter;_double_di5,,,0
corn;gra26,5,9,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
corn;gra26,5,15,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra26,5,29,2,,,,,,,,,,,sprayer;_insecticide,,,0
corn;gra26,9,15,2,,,,,,,,,,,harvest;_killing_cr2,,,0
corn;gra27,10,15,1,,wheat;_winter;_cover,,,,,,,,,1rill_or_air_seeder1,,,0
corn;gra27,3,20,2,,,,,,,,,,,chisel;_st._pt.,,,0
corn;gra27,4,1,2,,,,,,,,,,,disk;_tandem_second2,,,0
corn;gra27,4,13,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra27,4,14,2,,,,,,,,,,,disk;_tandem_light_f,,,0
corn;gra27,4,15,2,,,,,,,,,,,sprayer;_pre-emergen,,,0
corn;gra27,4,16,2,,corn;_grain,,,,,,,,,planter;_double_di5,,,0
corn;gra27,5,9,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
corn;gra27,5,15,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra27,5,29,2,,,,,,,,,,,sprayer;_insecticide,,,0
corn;gra27,9,15,2,,,,,,,,,,,harvest;_killing_cr2,,,0
corn;gra28,4,7,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra28,4,8,2,,,,,,,,,,,disk;_tandem_light_f,,,0
corn;gra28,4,15,2,,,,,,,,,,,sprayer;_pre-emergen,,,0
corn;gra28,4,16,2,,corn;_grain,,,,,,,,,planter;_double_di5,,,0
corn;gra28,5,9,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
corn;gra28,5,15,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra28,5,29,2,,,,,,,,,,,sprayer;_insecticide,,,0
corn;gra28,9,15,2,,,,,,,,,,,harvest;_killing_cr2,,,0
corn;gra29,4,1,2,,,,,,,,,,,disk;_tandem_second2,,,0
corn;gra29,4,13,2,,,,,,,,,,,manure_spreader;_sol,,,0
corn;gra29,4,14,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra29,4,15,2,,,,,,,,,,,sprayer;_pre-emergen,,,0
corn;gra29,4,16,2,,corn;_grain,,,,,,,,,planter;_double_di5,,,0
corn;gra29,5,9,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
corn;gra29,5,29,2,,,,,,,,,,,sprayer;_insecticide,,,0
corn;gra29,9,15,2,,,,,,,,,,,harvest;_killing_cr2,,,0
corn;gra30,4,1,2,,,,,,,,,,,disk;_tandem_second2,,,0
corn;gra30,4,13,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra30,4,14,2,,,,,,,,,,,disk;_tandem_light_f,,,0
corn;gra30,4,15,2,,,,,,,,,,,sprayer;_pre-emergen,,,0
corn;gra30,4,16,2,,corn;_grain,,,,,,,,,planter;_double_di5,,,0
corn;gra30,5,9,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
corn;gra30,5,15,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra30,5,29,2,,,,,,,,,,,sprayer;_insecticide,,,0
corn;gra30,9,15,2,,,,,,,,,,,harvest;_killing_cr2,,,0
corn;gra31,3,20,2,,,,,,,,,,,plow;_moldboard,,,0
corn;gra31,4,1,2,,,,,,,,,,,disk;_tandem_second2,,,0
corn;gra31,4,13,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra31,4,14,2,,,,,,,,,,,disk;_tandem_light_f,,,0
corn;gra31,4,15,2,,,,,,,,,,,sprayer;_pre-emergen,,,0
corn;gra31,4,16,2,,corn;_grain,,,,,,,,,planter;_double_di5,,,0
corn;gra31,5,9,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
corn;gra31,5,15,2,,,,,,,,,,,fert_applic._surface,,,0
corn;gra31,5,29,2,,,,,,,,,,,sprayer;_insecticide,,,0
corn;gra31,9,15,2,,,,,,,,,,,harvest;_killing_cr2,,,0
cmz63;c1,5,4,2,,,,,,,,,,,chisel;_st._pt.,,,0
cmz63;c1,5,16,2,,,,,,,,,,,disk;_tandem_second2,,,0
cmz63;c1,5,20,2,,,,,,,,,,,fert_applic._surface,,,0
cmz63;c1,5,21,2,,,,,,,,,,,disk;_tandem_light_f,,,0
cmz63;c1,5,30,2,,,,,,,,,,,sprayer;_pre-emergen,,,0
cmz63;c1,5,31,2,,corn;_silage,,,,,,,,,planter;_double_di5,,,0
cmz63;c1,6,13,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
cmz63;c1,6,29,2,,,,,,,,,,,fert_applic._surface,,,0
cmz63;c1,7,6,2,,,,,,,,,,,sprayer;_insecticide,,,0
cmz63;c1,9,29,2,,,,,,,,,,,harvest;_silage,,,0
cmz63;c1,10,15,2,,,,,,,,,,,disk;_tandem_second2,,,0
cmz63;c1,10,16,2,,,,,,,,,,,fert_applic._surface,,,0
cmz63;c1,10,17,2,,,,,,,,,,,sprayer;_pre-emergen,,,0
cmz63;c1,11,1,2,,wheat;_winter;_silag,,,,,,,,,1rill_or_air_seeder1,,,0
cmz63;c1,2,15,3,,,,,,,,,,,fert_applic._surface,,,0
cmz63;c1,3,15,3,,,,,,,,,,,sprayer;_insecticide,,,0
cmz63;c1,5,1,3,,,,,,,,,,,harvest;_silage,,,0
cmz63;c2,5,16,2,,,,,,,,,,,disk;_tandem_second2,,,0
cmz63;c2,5,20,2,,,,,,,,,,,fert_applic._surface,,,0
cmz63;c2,5,21,2,,,,,,,,,,,disk;_tandem_light_f,,,0
cmz63;c2,5,30,2,,,,,,,,,,,sprayer;_pre-emergen,,,0
cmz63;c2,5,31,2,,corn;_silage,,,,,,,,,planter;_double_di5,,,0
cmz63;c2,6,13,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
cmz63;c2,6,29,2,,,,,,,,,,,fert_applic._surface,,,0
cmz63;c2,7,6,2,,,,,,,,,,,sprayer;_insecticide,,,0
cmz63;c2,9,29,2,,,,,,,,,,,harvest;_silage,,,0
cmz63;c2,10,4,2,,,,,,,,,,,sprayer;_kill_crop,,,0
cmz63;c2,10,5,2,,,,,,,,,,,fert_applic._surface,,,0
cmz63;c2,10,6,2,,wheat;_winter;_silag,,,,,,,,,1rill_or_air_seeder1,,,0
cmz63;c2,10,20,2,,,,,,,,,,,sprayer;_post_emerg1,,,0
cmz63;c2,1,20,3,,,,,,,,,,,fert_applic._surface,,,0
cmz63;c2,2,17,3,,,,,,,,,,,sprayer;_insecticide,,,0
cmz63;c2,4,19,3,,,,,,,,,,,sprayer;_insecticide,,,0
